Response ID..,"No Trucks, Plus Incentives: drivetrain design 1","No Trucks, Plus Incentives: drivetrain design 2","No Trucks, Plus Incentives: drivetrain design 3","No Trucks, Plus Incentives: drivetrain design 4","No trucks, plus incentives: drivetrain design",Respondent Education,rRespondent Education,Respondent Gender,Respondent Sex,Gender 2,Income 2,rIncome,Veh 1 Total Price,"Veh 1 Total Price, don't know","Fuel economy, gasoline / diesel / ethanol","Fuel economy, gasoline / diesel / ethanol truncated","Fuel economy, gasoline / diesel / ethanol, no idea",Distance,Distance Week/Month,Respondent's vehicle's monthly miles,Respondent's vehicle's monthly miles truncated,Fuel spending,Fuel spending Week/month,Respondent's car fuel spending per month,Respondent's car fuel spending per month (trunc),Daily flexibility,Commute,Home Park own car,Home Park other car,Garage or Carport,Home park: 110,Home Park: 220,Home park: EVSE,Home park: none,Home park: don't know,Highest Home PEV Charging Access,Electricy install authority,Home natural gas,Should government offer incentives,Replacement: Electricity,Replacement: Hydrogen,Seen Public EVSEs,Seen Public EVSEs yes/no,Personal interest in ZEV tech,Consider an EV,rConsiderEV,Consider an FCV,rConsiderFCV,Incentives: Federal,Base body size,Base body size 2,Familiarity: Gasoline Vehicles,Familiarity: EVs,Familiarity: HEVs,Familiarity: PHEVs,Familiarity: FCVs,Familiarity Gasoline Vehicles (trunc),Familiarity EVs (trunc),Familiarity HEVs (trunc),Familiarity PHEVs (trunc),Familiarity FCVs (trunc),Driving exp: EV,Driving exp: HEV,Driving exp: PHEV,Driving exp: FCV,Driving exp: EV (trunc),Driving exp: HEV (trunc),Driving exp: PHEV (trunc),Driving exp: FCV (trunc),EV: home charge,EV: public charging,EV: charge time,EV: range,EV: purchase price,EV: safety,EV: reliability,EV: home charge (trunc),EV: public charging (trunc),EV: charge time (trunc),EV: range (trunc),EV: purchase price (trunc),EV: safety (trunc),EV: reliability (trunc),FCV: public refueling,FCV: fueling time,FCV: range,FCV: purchase price,FCV: safety,FCV: reliability,FCV: public refueling (trunc),FCV: fueling time (trunc),FCV: range (trunc),FCV: purchase price (trunc),FCV: safety (trunc),FCV: reliabilty (trunc),Environmental risk,Environmental Risk (trunc),Health risk,Health Risk (trunc),Urgent national need,Urgent national need (trunc),Market provides incentives,Market incentives (trunc),Air pollution: lifesyle,Air pollution: lifestyle (trunc),Air pollution: personal worry,Air pollution: personal worry (trunc),Air pollution: regional threat,Air pollution: regional threat (trunc),Global warming: certainty,Global warming: certainty (trunc),Climate change: lifestyle,Climate change: lifestyle (trunc),Familiarity Factor1,Familiarity Factor2,Driving Experience Factor1,Driving Experience Factor2,Prior EV Factor1,Prior EV Factor2,Prior EV Factor3,Prior EV Factor4,Prior FCV Factor1,Prior FCV Factor2,Prior FCV Factor3,Enviro Factor1b,Enviro Factor2b,Enviro Factor3b,Pro-ZEV: tech,Pro-ZEV: fun,Pro-ZEV: safer,Pro-ZEV: fuel cost,Pro-ZEV: comfortable,Pro-ZEV: looks,Pro-ZEV: impression,Pro-ZEV: lifestyle,Pro-ZEV: purchase cost,Pro-ZEV: maintenance cost,Pro-ZEV: climate change,Pro-ZEV: oil imports,Pro-ZEV: money to oil producers,Pro-ZEV: air quality,Pro-ZEV: home charge convenience,Pro-ZEV: incentives,w Pro-ZEV: tech,w Pro-ZEV: fun,w Pro-ZEV: safer,w Pro-ZEV: fuel cost,w Pro-ZEV: comfortable,w Pro-ZEV: looks,w Pro-ZEV: impression,w Pro-ZEV: lifestyle,w Pro-ZEV: purchase cost,w Pro-ZEV: maintenance cost,w Pro-ZEV: climate change,w Pro-ZEV: oil imports,w Pro-ZEV: money to oil producers,w Pro-ZEV: air quality,w Pro-ZEV: home charge convenience,w Pro-ZEV: incentives,Non-ZEV: unfamiliar technology,Non-ZEV: electricity supply,Non-ZEV: vehicle safety,Non-ZEV: no home charge or fuel,Non-ZEV: limited fuel network,Non-ZEV: looks,Non-ZEV: impression,Non-ZEV: purchase cost,Non-ZEV: maintenance cost,Non-ZEV: fuel cost,Non-ZEV: lifestyle,Non-ZEV: charge/fuel time,Non-ZEV: range,Non-ZEV: fuel safety,Non-ZEV: enviormental concerns,Non-ZEV: battery concerns,Non-ZEVs: reliability,Non-ZEVs: higher incentives,w Non-ZEV: total,w Non-ZEV: unfamiliar technology,w Non-ZEV: electricity supply,w Non-ZEV: vehicle safety,w Non-ZEV: no home charge or fuel,w Non-ZEV: limited fuel network,w Non-ZEV: looks,w Non-ZEV: impression,w Non-ZEV: purchase cost,w Non-ZEV: maintenance cost,w Non-ZEV: fuel cost,w Non-ZEV: lifestyle,w Non-ZEV: charge/fuel time,w Non-ZEV: range,w Non-ZEV: fuel safety,w Non-ZEV: environmental concerns,w Non-ZEV: battery concerns,w Non-ZEV: reliability,w Non-ZEV: higher incentives
3873,HEV,,,,HEV,College Graduate,College Graduate,Female,Female,Female,"$150,000 to $199,999","$150,000 to 199,999",24000,0,26,26,0,1100,Month,1100,1100,25,Week,100,100,"I have my car; they have their car. In general, we don't switch or swap",Yes,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","No, neither one",Yes,No,No. I haven't seen any.,No,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.88,-1.13,2.87,-0.47,5.7,2.88,-1.13,2.87,-0.47,,-2.89,0,-2.97,-2.88,-2.89,0,-2.97,-2.88,0,-1.67,1.54,1.3,2.86,0,1.31,0,-1.67,1.54,1.3,2.86,0,1.31,-2.87,4.125,4.125,1.1,4.125,4.125,-2.87,,,1.1,,,4.125,,-1.18,-1.18,1.09,1.09,1.45,1.45,1.43,1.43,0.6,0.6,0.84,0.84,1.7,1.7,0.57,0.57,-0.896057996,0.603052457,-0.662694123,0.344403642,0.19841776,0.091724161,-0.465198875,0.645844881,-0.274087309,-0.386128055,-0.456924346,-0.130839638,0.084590904,-0.582036005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,3,2,0,0,5,1,0,2,4,3,0,0,2,0,1,27.45484494,1.098193798,2.196387595,0,3.294581393,2.196387595,0,0,5.490968988,1.098193798,0,2.196387595,4.39277519,3.294581393,0,0,2.196387595,0,
3874,HEV,,,,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$75,000 to 99,999","$75,000 to 99,999",21000,0,23.6,23.6,0,65,Week,260,260,34,Month,34,34,"I have my car; they have their car. In general, we don't switch or swap",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,No,No,No,Yes,No,No,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,Yes. I've seen them at a few places.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Midsize,Midsize,2.92,4.125,4.125,4.125,4.125,2.92,,,,,-3,-3,-3,-3,-3,-3,-3,-3,2.6,4.125,-1.53,-3,4.125,-3,4.125,2.6,,-1.53,-3,,-3,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.31,-2.31,-2.43,-2.43,0.4,0.4,1.51,1.51,2.08,2.08,2.66,2.66,2.51,2.51,2.83,2.83,2.63,2.63,0.027320691,0.293285683,-0.369833827,-0.658581338,-1.272882202,-2.127237655,0.362338763,-0.237564913,0,0,0,0.769716156,-0.525496614,0.560391435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3877,,,,HEV,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",28750,0,26,26,0,500,Month,500,500,80,Month,80,80,"I'm the only driver, so this question doesn't really apply to me",No,Parking Lot - Assigned Space,,No,No,No,No,Yes,No,No,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.83,2.84,2.83,1.88,1.26,2.83,2.84,2.83,1.88,1.26,-2.88,0.48,-3,-3,-2.88,0.48,-3,-3,-1.93,0.74,4.125,-2.22,2.05,-2.65,-2.69,-1.93,0.74,,-2.22,2.05,-2.65,-2.69,4.125,4.125,4.125,2.13,-2.02,-1.91,,,,2.13,-2.02,-1.91,-2.91,-2.91,-2.94,-2.94,0.8,0.8,-0.66,-0.66,1.59,1.59,1.5,1.5,2.9,2.9,2.97,2.97,2.84,2.84,0.564408112,0.342716713,-0.770033585,0.527194447,-1.158992462,-1.818300996,0.219986043,0.046062998,-1.501085901,-0.572411324,-0.317152771,0.318992877,-0.823547053,0.915896228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,0,5,5,0,0,0,0,5,0,5,0,0,0,0,0,
3882,,,,PHEV,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Female,Female,Female,"$200,000 to $249,999","$200,000 to 249,999",40000,0,48,48,0,800,Month,800,800,20,Week,80,80,Every day we decide who will drive the car or who will drive which car,No,Driveway (Not Covered),,No,Yes,No,No,No,No,110V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at several places.,Yes,A little interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Midsize,Midsize,2.88,2.9,2.9,0,-1.93,2.88,2.9,2.9,0,-1.93,-2.96,2.85,-2.94,-2.93,-2.96,2.85,-2.94,-2.93,2.91,2.87,4.125,1.34,2.87,4.125,-1.76,2.91,2.87,,1.34,2.87,,-1.76,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-1.5,-1.5,-1.55,-1.55,2.87,2.87,4.125,,2.91,2.91,2.84,2.84,2.91,2.91,2.87,2.87,4.125,,-0.252000588,1.03213142,-1.023087917,1.317566641,-0.706198388,0.089197244,1.66589171,0.356053725,0,0,0,1.039281283,-0.011999878,0.493967702,0,0,0,0,0,0,0,0,0,0,5,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,5.445805579,3.267483348,2.178322232,5.445805579,3.267483348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3883,Gas,,,,Gas,College Graduate,College Graduate,Female,Female,Female,"$25,000 to 34,999","$25,000 to 34,999",27000,0,30,30,0,100,Week,400,400,100,Month,100,100,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),,Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,Yes. I've seen them at a few places.,Yes,Not interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Midsize,Midsize,2.96,4.125,4.125,2.9,2.98,2.96,,,2.9,2.98,-2.83,-2.47,-2.75,-2.67,-2.83,-2.47,-2.75,-2.67,2.54,4.125,4.125,2.68,4.125,2.88,2.6,2.54,,,2.68,,2.88,2.6,4.125,4.125,4.125,4.125,2.89,5.7,,,,,2.89,,-2.83,-2.83,-3,-3,-2.72,-2.72,4.125,,2.83,2.83,-1.58,-1.58,-1.12,-1.12,-3,-3,,,1.009931309,0.069175082,-0.244109953,-0.50506597,1.556093086,0.712214961,0.586718154,0.230742484,1.175507371,0.397416459,0.215417006,-1.433599825,-1.014335169,-0.383153052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,23.06206975,5.490968988,1.098193798,0,0,5.490968988,0,0,0,5.490968988,0,0,0,0,5.490968988,0,0,0,
3884,Gas,,,,Gas,Some College,Some College,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",43000,0,19,19,0,500,Month,500,500,30,Week,120,120,"I have my car; they have their car. In general, we don't switch or swap",No,Garage (attached to your home or freestanding),On the Street,Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, but only electricity",No,No,Yes. I've seen them at a few places.,Yes,A little interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Large,Large,2.83,2.68,2.03,0.7,-2.79,2.83,2.68,2.03,0.7,-2.79,-3,-3,-3,-3,-3,-3,-3,-3,2.57,0,0,0,2.81,2.7,0.68,2.57,0,0,0,2.81,2.7,0.68,-2.8,4.125,4.125,4.125,4.125,4.125,-2.8,,,,,,-1.87,-1.87,-1.6,-1.6,0,0,0,0,1.19,1.19,-2.08,-2.08,-1.96,-1.96,4.125,,0,0,-0.216662808,0.846725883,-0.369833827,-0.658581338,1.472090103,-0.896185476,0.350421795,0.465405269,-0.118917516,-0.271924018,-0.546080528,-1.774587709,-0.228342296,-0.276064562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0,30,5,0,5,0,0,0,0,5,5,0,0,5,5,0,0,0,0,
3885,PHEV,,,,PHEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$35,000 to 49,999","$35,000 to 49,999",28400,0,18,18,0,400,Week,1600,1600,60,Week,240,240,"I'm the only driver, so this question doesn't really apply to me",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",Yes,No,No. I haven't seen any.,No,Interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.93,2.79,2.84,2.95,2.86,2.93,2.79,2.84,2.95,2.86,-2.93,-1.93,-3,-3,-2.93,-1.93,-3,-3,2.89,-3,2.93,2.93,2.96,-1.88,2.03,2.89,-3,2.93,2.93,2.96,-1.88,2.03,-3,-3,2.38,2.89,-2.4,2.92,-3,-3,2.38,2.89,-2.4,2.92,-3,-3,-2.95,-2.95,2.93,2.93,-2.04,-2.04,0.67,0.67,0,0,-0.26,-0.26,-1.99,-1.99,-0.84,-0.84,0.99646815,0.042909374,-0.489248778,-0.291912784,-0.831339301,1.20159637,-0.516144249,1.055889695,-0.323270069,0.544555407,-1.830256228,-0.73407809,-1.000453011,-1.462073066,2,0,0,5,0,0,1,0,0,0,0,3,2,2,5,0,2,0,0,5,0,0,1,0,0,0,0,3,2,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3891,,,Gas,,Gas,College Graduate,College Graduate,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",21000,0,28,28,0,300,Week,1200,1200,50,Week,200,200,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",Yes,Garage (attached to your home or freestanding),Garage (attached to your home or freestanding),Yes,No,No,No,Yes,No,No,My household could make such an installation on its own authority.,"No, we don't have natural gas","No, neither one",No,No,No. I haven't seen any.,No,Interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Midsize,Midsize,0,4.125,4.125,4.125,4.125,0,,,,,4.125,4.125,4.125,4.125,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.125,,4.125,,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,-0.116328086,-1.248773766,0,0,0.188820597,-0.582856715,0.015560843,-0.803995558,-0.510127042,-0.03172103,0.722187191,-0.686102441,0.180268916,-0.759615513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3905,HEV,,,,HEV,"Masters, Doctorate, or Professional Degree","Masters, Doctorate, or Professional Degree",Male,Male,Male,"$50,000 to 74,999","$50,000 to 74,999",30000,0,30,30,0,200,Week,800,800,35,Week,140,140,"I have my car; they have their car. In general, we don't switch or swap",No,Driveway (Not Covered),Garage (attached to your home or freestanding),Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas",I'm not sure,Yes,No,Yes. I've seen them at one place.,Yes,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,Yes,Compact,Compact,2.85,5.7,2.76,5.7,5.7,2.85,,2.76,,,-3,-3,-3,-3,-3,-3,-3,-3,-3,-0.28,0,-1.65,0.84,0,0.58,-3,-0.28,0,-1.65,0.84,0,0.58,-1.87,4.125,4.125,0.76,4.125,4.125,-1.87,,,0.76,,,0.62,0.62,5.7,,-0.15,-0.15,0.75,0.75,0.85,0.85,1.8,1.8,2.78,2.78,2.72,2.72,1.64,1.64,0.412700411,0.43185486,-0.369833827,-0.658581338,0.433241906,-1.519787086,-0.494276173,-0.438069747,-0.25915947,-0.255649326,-0.067366288,0.557415346,0.865781617,-0.024470791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,
3915,,,HEV,,HEV,High School Graduate or GED,High school or less,Male,Male,Male,"$100,000 to 149,999","$100,000 to 149,999",40000,0,29,29,0,100,Week,400,400,30,Week,120,120,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, both electricity and hydrogen",No,No,No. I haven't seen any.,No,Interested,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on electricity,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Midsize,Midsize,2.82,4.125,4.125,4.125,5.7,2.82,,,,,-3,-2.84,-2.86,-2.81,-3,-2.84,-2.86,-2.81,2.91,-2.96,0,2.9,2.84,2.81,2.87,2.91,-2.96,0,2.9,2.84,2.81,2.87,-2.74,0,2.82,2.84,2.92,2.9,-2.74,0,2.82,2.84,2.92,2.9,-2.89,-2.89,-3,-3,0,0,2.92,2.92,2.85,2.85,2.86,2.86,2.89,2.89,0,0,2.91,2.91,0.022401212,0.240475428,-0.291625898,-0.625888608,1.479398527,0.682097459,-0.617889914,0.627266739,1.270331518,0.654793776,-1.054305421,0.774311608,-0.841119075,0.75647777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
3924,Gas,,,,Gas,Some College,Some College,Male,Male,Male,"$25,000 to 34,999","$25,000 to 34,999",16000,0,75,75,0,100,Week,400,400,35,Week,140,140,"Each driver has their usual car, but at least once a week someone in the household will drive a different car",No,"Carport (Covered, but not fully enclosed)","Carport (Covered, but not fully enclosed)",Yes,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only electricity",Yes,Yes,Yes. I've seen them at a few places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",No,Compact,Compact,2.78,2.33,0.37,0.2,0.73,2.78,2.33,0.37,0.2,0.73,-2.51,-2.53,-2.45,-2.61,-2.51,-2.53,-2.45,-2.61,-1.02,4.125,0.24,2.04,2.04,-0.78,1.12,-1.02,,0.24,2.04,2.04,-0.78,1.12,4.125,4.125,4.125,2.02,0,0,,,,2.02,0,0,-2.02,-2.02,-1.94,-1.94,0.57,0.57,-1.22,-1.22,2.61,2.61,-0.55,-0.55,1.84,1.84,0.18,0.18,1.92,1.92,-0.153330975,-0.18524665,-0.127457778,-0.485467575,-0.246307353,0.4948645,-0.530748204,0.154787306,-0.38040697,-0.162574112,-0.088714116,-0.536304277,-0.312271429,0.631993084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
3933,PHEV,,,,PHEV,Some High School,High school or less,Male,Male,Male,"$75,000 to 99,999","$75,000 to 99,999",32000,0,30,30,0,500,Month,500,500,60,Month,60,60,Every day we decide who will drive the car or who will drive which car,No,"Carport (Covered, but not fully enclosed)","Carport (Covered, but not fully enclosed)",Yes,Yes,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"Yes, we do have natural gas","Yes, but only electricity",Yes,No,I'm not sure whether I've seen any or not.,No,A little interested,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on electricity but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I (we) have not considered buying a vehicle that runs on hydrogen but maybe some day we will,I'm Not Sure,Midsize,Midsize,2.96,2.51,2.33,2.74,4.125,2.96,2.51,2.33,2.74,,-2.84,-3,-2.97,-2.84,-2.84,-3,-2.97,-2.84,2.9,2.92,4.125,4.125,1.7,4.125,1.26,2.9,2.92,,,1.7,,1.26,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.41,-2.41,-2.37,-2.37,2.35,2.35,2.48,2.48,2.62,2.62,2.6,2.6,2.43,2.43,2.75,2.75,2.95,2.95,0.649096056,0.271289215,-0.285412641,-0.675780713,0.465327178,-0.032868764,1.48140744,-0.080271549,0,0,0,0.747108476,-0.479809988,0.822371009,1,1,1,5,0,0,0,0,0,0,5,5,5,5,0,0,1,1,1,5,0,0,0,0,0,0,5,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3949,HEV,,,,HEV,Some College,Some College,Female,Female,Female,"$35,000 to 49,999","$35,000 to 49,999",17000,0,,,1,200,Week,800,800,0,Month,0,0,"I'm the only driver, so this question doesn't really apply to me",No,Parking Lot - Assigned Space,,No,Yes,No,No,No,No,110V,My household would need permission from some other person or group.,"Yes, we do have natural gas","Yes, but only electricity",Yes,No,No. I haven't seen any.,No,Interested,"Started to gather some information, but haven not really gotten serious yet",Gathered info to shopped to own,I (we) have not and would not consider buying a vehicle that runs on hydrogen,I (we) have not and would not consider buying a vehicle that runs on hydrogen,Yes,Compact,Compact,2.96,4.125,2.89,4.125,4.125,2.96,,2.89,,,-2.95,-2.94,-2.97,-2.95,-2.95,-2.94,-2.97,-2.95,4.125,-1.86,-2.65,-1.92,2.88,-2.21,4.125,,-1.86,-2.65,-1.92,2.88,-2.21,,4.125,4.125,4.125,4.125,4.125,4.125,,,,,,,-2.91,-2.91,2.9,2.9,0,0,-0.9,-0.9,1.12,1.12,1.19,1.19,0,0,-2.3,-2.3,-0.51,-0.51,0.453902344,0.506103953,-0.347056721,-0.641494873,-0.892500667,-1.786970795,-0.427201659,0.735603502,0,0,0,-0.098033491,2.380600863,-1.295985357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,19.76748836,5.490968988,1.098193798,0,5.490968988,5.490968988,0,0,2.196387595,0,0,0,0,0,0,0,0,0,
3951,EV,,,,EV,High School Graduate or GED,High school or less,Male,Male,Male,"$15,000 to 24,999","$10,000 to 24,999",21000,0,,,1,45,Week,180,180,35,Week,140,140,"I'm the only driver, so this question doesn't really apply to me",No,Garage (attached to your home or freestanding),,Yes,No,Yes,No,No,No,220V,My household could make such an installation on its own authority.,"No, we don't have natural gas",I'm not sure,No,No,Yes. I've seen them at a few places.,Yes,Interested,"The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one","The idea has occurred, but no real steps have been taken to shop for one",I'm Not Sure,Compact,Compact,1.7,0.85,1.38,1.1,1.57,1.7,0.85,1.38,1.1,1.57,2.06,1.7,2.45,2.37,2.06,1.7,2.45,2.37,5.7,5.7,5.7,5.7,5.7,5.7,5.7,,,,,,,,5.7,5.7,5.7,5.7,5.7,5.7,,,,,,,2.16,2.16,1.65,1.65,2.01,2.01,1.84,1.84,2.31,2.31,2.2,2.2,2.13,2.13,2.15,2.15,2.1,2.1,0.142586851,-0.652562533,2.630084292,0.798469984,0,0,0,0,0,0,0,0.693731692,1.787830475,0.325648359,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
